,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
7/13/2009,416.174,424.52,415.18,424.3,10.64034573,8083300,0,1
7/14/2009,423.71,426.73,420.87,424.69,10.65012592,5785800,0,1
7/15/2009,429.66,438.68,428.49,438.17,10.98816943,7546400,0,1
7/16/2009,436.68,445.75,434.1,442.6,11.09926236,13095800,0,1
7/17/2009,433,435.48,426.7,430.25,10.78955633,13694400,0,1
7/20/2009,429.88,432.8495,426.25,430.17,10.78755013,6300600,0,1
7/21/2009,430.94,431.9,425.72,427.9,10.73062441,5930400,0,1
7/22/2009,428,430.2,423.5,427.69,10.72535815,5168200,0,1
7/23/2009,428.68,441.21,425.5,437.342,10.96740533,6949400,0,1
7/24/2009,435.81,450.49,435,446.72,11.2025813,7246500,0,1
7/27/2009,446.04,446.75,437.61,444.8,11.15443267,5003700,0,1
7/28/2009,441,442.81,436.1,439.85,11.03029948,5059900,0,1
7/29/2009,437.23,437.8,431.885,436.24,10.93977002,3970000,0,1
7/30/2009,442.61,451.47,442.61,445.64,11.17549769,6390800,0,1
7/31/2009,449.98,452.7,442.43,443.05,11.11054719,5715000,0,1
8/3/2009,448.74,453.9,447.64,452.21,11.34025628,5175400,0,1
8/4/2009,449.37,454,448.43,453.734,11.37847426,4774800,0,1
8/5/2009,456,456.91,447.88,451.14,11.31342345,4679300,0,1
8/6/2009,454.3,454.88,448.53,450.36,11.29386307,4217500,0,1
8/7/2009,455.67,459.42,454.99,457.1,11.46288483,5081100,0,1
8/10/2009,455.14,458.41,453.79,456.61,11.4505969,3480500,0,1
8/11/2009,453.67,457.23,452.378,453.936,11.3835399,3421500,0,1
8/12/2009,455.41,461.75,454.92,458.58,11.4999994,4678100,0,1
8/13/2009,462.15,464.72,458.91,462.28,11.59278582,3986400,0,1
8/14/2009,462.78,463.18,456.89,460,11.53560932,3346800,0,1
8/17/2009,451.5,451.99,443.1205,444.89,11.15668963,5235100,0,1
8/18/2009,445.1,447.7,442.32,445.28,11.16646982,4697400,0,1
8/19/2009,439.99,445,438.5605,443.97,11.13361841,4505400,0,1
8/20/2009,452,462.18,451.23,460.41,11.54589106,7989800,0,1
8/21/2009,465.54,466.09,462.65,465.24,11.66701496,7113800,0,1
8/24/2009,467.35,470.09,464.425,468.73,11.75453512,4901800,0,1
8/25/2009,469.13,474.35,468.72,471.37,11.82073949,4677300,0,1
8/26/2009,472.76,473,466.7,468,11.73622861,3971600,0,1
8/27/2009,468.58,468.58,460.73,466.06,11.68757843,3993800,0,1
8/28/2009,469.26,472.37,463.38,464.75,11.65472703,3539600,0,1
8/31/2009,459.79,461.86,458,461.67,11.5774886,3911800,0,1
9/1/2009,459.68,466.82,454.42,455.761,11.42930617,5184600,0,1
9/2/2009,455.82,458.33,452.59,453.01,11.36031821,3605900,0,1
9/3/2009,455.82,458.25,455,457.52,11.47341734,3289100,0,1
9/4/2009,457.57,462.6,455.78,461.3,11.56820996,2995400,0,1
9/8/2009,464.29,466.99,455.84,458.62,11.50100249,5308000,0,1
9/9/2009,459.06,466.27,458.8,463.97,11.63516664,4386400,0,1
9/10/2009,466.65,470.94,462,470.94,11.8099562,5064100,0,1
9/11/2009,470.4,473.3,467.63,472.14,11.8400491,3801900,0,1
9/14/2009,470.51,476.8,470.05,475.12,11.91477978,3947400,0,1
9/15/2009,475.08,478.91,472.71,477.54,11.97546712,4791400,0,1
9/16/2009,479.8,489.37,478.48,488.29,12.24504929,5165400,0,1
9/17/2009,490.57,497.37,487.15,491.72,12.33106482,8957200,0,1
9/18/2009,496.77,496.98,491.23,491.46,12.32454469,6560400,0,1
9/21/2009,487.74,498.9,486.22,497,12.46347355,4228500,0,1
9/22/2009,500.92,501.99,497.81,499.06,12.51513302,6076300,0,1
9/23/2009,500.78,507,497.71,498.46,12.50008657,5402900,0,1
9/24/2009,500.47,501.41,493,496.77,12.45770574,5050100,0,1
9/25/2009,494.29,499.93,492,492.48,12.35012365,4095100,0,1
9/28/2009,494.84,501.5,493.295,498.53,12.50184199,3674900,0,1
9/29/2009,499.53,499.75,493.01,498.53,12.50184199,4194200,0,1
9/30/2009,500,500.14,487.24,495.85,12.43463453,6277100,0,1
10/1/2009,493,496.47,487,487.2,12.21771492,5620700,0,1
10/2/2009,483.74,491.74,482.6,484.58,12.1520121,5196300,0,1
10/5/2009,487.65,492.43,483.34,488.52,12.2508171,4284900,0,1
10/6/2009,491.7001,499.37,491.7001,498.74,12.50710824,5459100,0,1
10/7/2009,499,518.99,497.81,517.54,12.97856358,9738600,0,1
10/8/2009,519.57,523.25,513.34,514.18,12.89430348,8598900,0,1
10/9/2009,516.65,521.51,514.5,516.25,12.94621372,5470700,0,1
10/12/2009,523.42,525.76,519.3201,524.04,13.14156676,6637700,0,1
10/13/2009,524.39,527.46,521.38,526.11,13.193477,6068700,0,1
10/14/2009,532.46,535.58,530,535.32,13.42443996,6510200,0,1
10/15/2009,533.75,536.9,527.27,529.91,13.28877116,12188500,0,1
10/16/2009,547.33,554.75,544.53,549.85,13.78881475,17666100,0,1
10/19/2009,552.69,553.6,548.73,552.09,13.84498815,6429300,0,1
10/20/2009,551.64,552.95,540.7,551.72,13.83570951,8079300,0,1
10/21/2009,549.91,559.35,549,551.1,13.82016151,7333800,0,1
10/22/2009,550,555,548,554.09,13.89514298,4668300,0,1
10/23/2009,555.25,557.89,551.2,553.69,13.88511201,4780600,0,1
10/26/2009,555.75,561.64,550.89,554.21,13.89815226,5934800,0,1
10/27/2009,550.97,554.56,544.16,548.29,13.74969399,6426500,0,1
10/28/2009,547.87,550,538.25,540.3,13.54932547,5130400,0,1
10/29/2009,543.01,551.83,541,551.05,13.81890764,5040100,0,1
10/30/2009,550,550.17,534.24,536.12,13.44450189,6930000,0,1
11/2/2009,537.08,539.46,528.241,533.99,13.391087,6397700,0,1
11/3/2009,530.01,537.5,528.3001,537.29,13.47384246,4755600,0,1
11/4/2009,540.8,545.5,536.42,540.33,13.55007779,4660700,0,1
11/5/2009,543.49,549.77,542.664,548.65,13.75872186,3691700,0,1
11/6/2009,547.72,551.78,545.5,551.1,13.82016151,3649700,0,1
11/9/2009,555.45,562.58,554.23,562.51,14.10629478,5294500,0,1
11/10/2009,562.73,568.78,562,566.76,14.21287378,4457100,0,1
11/11/2009,570.48,573.5,565.86,570.56,14.30816794,4634700,0,1
11/12/2009,569.56,572.9,565.5,567.85,14.24020816,3768800,0,1
11/13/2009,569.29,572.51,566.61,572.05,14.34553329,3330200,0,1
11/16/2009,575,576.99,572.78,576.28,14.45161074,4394000,0,1
11/17/2009,574.87,577.5,573.72,577.49,14.48195441,3829500,0,1
11/18/2009,576.65,578.78,572.07,576.65,14.46088938,3096100,0,1
11/19/2009,573.77,574,570,572.99,14.36910605,4331600,0,1
11/20/2009,569.5,571.6,569.4,569.964,14.29322181,4008300,0,1
11/23/2009,576.49,586.6,575.86,582.35,14.60383063,5089900,0,1
11/24/2009,582.5,584.29,576.54,583.09,14.62238791,3207100,0,1
11/25/2009,586.4054,587.0599,582.69,585.74,14.68884305,2919400,0,1
11/27/2009,572,582.46,570.97,579.76,14.53888013,2766400,0,1
11/30/2009,580.63,583.67,577.11,583,14.62013094,3446700,0,1
12/1/2009,588.13,591.22,583,589.87,14.79241276,4635900,0,1
12/2/2009,590.98,593.01,586.22,587.51,14.73323007,3323000,0,1
12/3/2009,589.04,591.45,585,585.74,14.68884305,2854500,0,1
12/4/2009,593.02,594.832,579.18,585.01,14.67053654,5022100,0,1
12/7/2009,584.23,588.69,581,586.25,14.70163253,3269100,0,1
12/8/2009,583.5,590.66,582,587.05,14.72169446,3044900,0,1
12/9/2009,587.5,589.33,583.58,589.02,14.77109696,3558400,0,1
12/10/2009,590.44,594.71,590.41,591.5,14.83328894,3333200,0,1
12/11/2009,594.68,594.75,587.73,590.51,14.8084623,3436500,0,1
12/14/2009,595.24,597.31,592.6101,595.73,14.93936639,3822900,0,1
12/15/2009,593.3,596.38,590.99,593.14,14.8744159,4556200,0,1
12/16/2009,598.91,600.37,596.64,597.76,14.99027354,5613100,0,1
12/17/2009,596.44,597.64,593.76,593.94,14.89447783,5272300,0,1
12/18/2009,596.03,598.93,595,596.42,14.95666981,7055900,0,1
12/21/2009,597.95,599.84,595.67,598.68,15.01334476,5137200,0,1
12/22/2009,601.34,601.5,598.85,601.12,15.07453364,3757800,0,1
12/23/2009,603.5,612.8698,602.85,611.68,15.33935111,4141200,0,1
12/24/2009,612.93,619.52,612.2705,618.48,15.50987751,1715600,0,1
12/28/2009,621.66,625.99,618.48,622.87,15.61996734,3392400,0,1
12/29/2009,624.74,624.8425,618.29,619.4,15.53294872,2846700,0,1
12/30/2009,618.5,622.73,618.01,622.73,15.61645651,2928200,0,1
12/31/2009,624.75,625.4,619.98,619.98,15.54749362,2437100,0,1
1/4/2010,626.95,629.51,624.24,626.75,15.7172677,3908400,0,1
1/5/2010,627.18,627.84,621.54,623.99,15.64805404,6003300,0,1
1/6/2010,625.86,625.86,606.36,608.26,15.25358636,7949400,0,1
1/7/2010,609.4,610,592.65,594.1,14.89849021,12815700,0,1
1/8/2010,592,603.25,589.11,602.02,15.09710331,9439100,0,1
1/11/2010,604.46,604.46,594.04,601.11,15.07428287,14411300,0,1
1/12/2010,598.08,598.16,588,590.48,14.80770998,9696800,0,1
1/13/2010,576.49,588.38,573.9,587.09,14.72269756,12980200,0,1
1/14/2010,583.9,594.2,582.81,589.85,14.79191121,8471700,0,1
1/15/2010,591.59,593.56,578.04,580,14.54489871,10858100,0,1
1/19/2010,581.49,590.42,576.29,587.62,14.73598859,8624700,0,1
1/20/2010,585.98,585.98,575.29,580.41,14.55518045,6494800,0,1
1/21/2010,583.44,586.8185,572.251,582.98,14.6196294,12602700,0,1
1/22/2010,564.5,570.6,534.86,550.01,13.79282714,13587100,0,1
1/25/2010,546.59,549.8775,535.51,540,13.54180225,8830900,0,1
1/26/2010,537.97,549.6,536.29,542.42,13.60248958,8702200,0,1
1/27/2010,541.27,547.65,535.31,542.1,13.59446481,7920800,0,1
1/28/2010,544.49,546.9999,530.6,534.29,13.39861023,6451700,0,1
1/29/2010,538.49,540.99,525.61,529.944,13.2896238,8272700,0,1
2/1/2010,534.602,535.81,530.3,533.02,13.36676191,4497000,0,1
2/2/2010,534.9554,534.96,527.61,531.12,13.31911483,8184200,0,1
2/3/2010,528.67,542.1,528.23,540.82,13.56236572,5992200,0,1
2/4/2010,537,538,525.56,526.778,13.21022871,6748600,0,1
2/5/2010,528.4,533.4985,522.46,531.29,13.32337799,6305600,0,1
2/8/2010,532.5,542,531.5301,533.47,13.37804675,5383200,0,1
2/9/2010,539.54,541.53,535.07,536.44,13.45252666,5633500,0,1
2/10/2010,534.07,537.79,527.69,534.445,13.40249722,5343600,0,1
2/11/2010,532.25,540.49,529.5,536.4,13.45152356,4815100,0,1
2/12/2010,532.97,537.15,530.5,533.12,13.36926965,4554800,0,1
2/16/2010,537.14,544.13,534.3,541.3,13.57440288,7301400,0,1
2/17/2010,542,543.4,537.61,538.207,13.49683845,4055300,0,1
2/18/2010,537.54,545.01,536.14,543.22,13.62255151,4669100,0,1
2/19/2010,541,544.03,539.7,540.763,13.56093631,5101000,0,1
2/22/2010,547.35,547.5,541,542.8,13.612019,4284900,0,1
2/23/2010,543,543.63,532.29,535.07,13.41817061,5739400,0,1
2/24/2010,534.39,538.44,530.51,531.47,13.32789193,4648500,0,1
2/25/2010,527.12,528.4899,520,526.43,13.20150177,6611700,0,1
2/26/2010,527.42,531.75,523.48,526.8,13.21078041,4094500,0,1
3/1/2010,529.2,533.29,527.74,532.69,13.35848637,4471300,0,1
3/2/2010,535.48,545.66,535.01,541.06,13.5683843,8704800,0,1
3/3/2010,542.36,548.12,539.25,545.32,13.67521408,6172600,0,1
3/4/2010,546.5,556.13,546.2,554.59,13.90768168,6361200,0,1
3/5/2010,561.35,567.67,559.9,564.21,14.14892638,7816500,0,1
3/8/2010,564.78,565.18,561.01,562.48,14.10554246,4768000,0,1
3/9/2010,559.85,564.66,556.5,560.19,14.04811519,6346800,0,1
3/10/2010,563.76,578.5,562.21,576.45,14.4558739,11298400,0,1
3/11/2010,574.26,586.21,574.2,581.14,14.57348696,8458100,0,1
3/12/2010,588.14,588.275,579.16,579.54,14.5333631,5501200,0,1
3/15/2010,566.68,569.45,556,563.18,14.12309665,9298400,0,1
3/16/2010,561.83,568.42,560.76,565.2,14.17375302,6856100,0,1
3/17/2010,568.3,571.4499,564.2501,565.56,14.18278089,6636500,0,1
3/18/2010,564.72,568.44,562.96,566.4,14.20384591,3550800,0,1
3/19/2010,566.23,568,557.28,560,14.04335048,9578800,0,1
3/22/2010,556.11,566.85,554.28,557.5,13.98065695,8001500,0,1
3/23/2010,557.04,558.312,542,549,13.76749895,10991500,0,1
3/24/2010,545.51,559.8495,539.7,557.33,13.97639379,13117200,0,1
3/25/2010,560.48,572,558.66,562.88,14.11557342,7853900,0,1
3/26/2010,565.27,567.39,560.0201,562.69,14.11080871,5387000,0,1
3/29/2010,563,564.72,560.57,562.45,14.10479014,6202700,0,1
3/30/2010,562.83,567.63,560.28,566.71,14.21161991,3951800,0,1
3/31/2010,565.05,569.74,562.81,567.12,14.22190165,6055500,0,1
4/1/2010,571.35,573.45,565.55,568.8,14.2640317,4201100,0,1
4/5/2010,570.9,574.88,569,571.01,14.31945278,3799100,0,1
4/6/2010,569.46,570.89,565.4,568.22,14.2494868,4116000,0,1
4/7/2010,567.3,568.75,561.86,563.54,14.13212451,5156800,0,1
4/8/2010,563.32,569.8515,560.05,567.49,14.23118029,3891100,0,1
4/9/2010,568,568.77,564,566.22,14.19933198,4109000,0,1
4/12/2010,567.35,574,566.22,572.73,14.36258593,4700000,0,1
4/13/2010,572.53,588.88,571.13,586.77,14.71467279,7816700,0,1
4/14/2010,590.06,592.34,584.01,589,14.77059541,6798500,0,1
4/15/2010,592.17,597.84,588.287,595.3,14.92858311,13510000,0,1
4/16/2010,563,568.81,549.63,550.145,13.79621259,24446500,0,1
4/19/2010,548.75,553.99,545,550.1,13.7950841,7780200,0,1
4/20/2010,554.17,559.6565,551.06,555.04,13.91896652,5948800,0,1
4/21/2010,556.46,560.25,552.16,554.3,13.90040923,4778200,0,1
4/22/2010,552,552.5,543.35,547.06,13.71884877,6554800,0,1
4/23/2010,547.25,549.32,542.27,544.99,13.66693853,4174600,0,1
4/26/2010,544.97,544.99,529.21,531.64,13.33215509,8728800,0,1
4/27/2010,528.94,538.33,527.235,529.06,13.26745536,7681700,0,1
4/28/2010,532.1,534.83,521.03,529.19,13.27071543,6805300,0,1
4/29/2010,533.37,536.5,526.67,532,13.34118295,6111600,0,1
4/30/2010,531.13,537.68,525.44,525.695,13.18306987,4865900,0,1
5/3/2010,526.5,532.92,525.08,530.6,13.30607458,3711800,0,1
5/4/2010,526.52,526.74,504.21,506.37,12.6984489,12140400,0,1
5/5/2010,500.98,515.72,500.4701,509.76,12.78346132,9155200,0,1
5/6/2010,508.75,517.52,460,498.67,12.50535283,9990100,0,1
5/7/2010,499.97,505.32,481.33,493.14,12.36667474,10167800,0,1
5/10/2010,513.97,522.82,512.6,521.65,13.08163174,8247700,0,1
5/11/2010,515.67,519.88,508.22,509.05,12.76565636,6638500,0,1
5/12/2010,512.04,512.04,502,505.39,12.67387303,7695800,0,1
5/13/2010,516.5,522,510.37,510.88,12.81154802,6644900,0,1
5/14/2010,509.77,510.99,496.25,507.53,12.72753869,8223700,0,1
5/17/2010,506.78,508.3608,498.35,507.97,12.73857275,5582000,0,1
5/18/2010,510,510.97,497.07,498.37,12.4978296,5645300,0,1
5/19/2010,496.26,499.44,487.74,494.43,12.3990246,6884500,0,1
5/20/2010,485.07,485.58,473.8015,475.01,11.91202127,9816700,0,1
5/21/2010,469.06,485,464.4,472.05,11.83779213,19362200,0,1
5/24/2010,480.73,489.79,476.8,477.16,11.9659377,8682500,0,1
5/25/2010,468.155,477.45,464.01,477.07,11.96368074,6028700,0,1
5/26/2010,482.07,489.76,475,475.47,11.92355688,6944200,0,1
5/27/2010,484.86,492.31,481.05,490.46,12.29946728,5612500,0,1
5/28/2010,492.74,493.45,483,485.63,12.17834338,5783800,0,1
6/1/2010,480.43,491.06,480.12,482.37,12.09659102,5328200,0,1
6/2/2010,486.68,493.8699,481.46,493.37,12.37244254,5076500,0,1
6/3/2010,495.11,508,494.7,505.6,12.67913929,7294000,0,1
6/4/2010,499.72,509.25,496.7,498.72,12.5066067,7832700,0,1
6/7/2010,499.06,500.9099,483.15,485.52,12.17558486,7258100,0,1
6/8/2010,487.85,488.84,477.54,484.78,12.15702758,5364800,0,1
6/9/2010,487.22,488.88,472,474.02,11.88719463,5452500,0,1
6/10/2010,480.37,488.5,475.84,487.01,12.21295021,5150600,0,1
6/11/2010,482.5,488.71,481.62,488.5,12.25031555,3559800,0,1
6/14/2010,494.48,494.5,483.19,483.19,12.1171545,4076700,0,1
6/15/2010,483.08,500.4,482.18,497.99,12.48830019,8510600,0,1
6/16/2010,496.17,504,496.11,501.27,12.5705541,4574000,0,1
6/17/2010,503.45,505.87,496.69,500.08,12.54071198,3950600,0,1
6/18/2010,502.51,503.47,498.13,500.03,12.53945811,5740000,0,1
6/21/2010,499.9,500.967,484.89,488.56,12.2518202,5961000,0,1
6/22/2010,489.9,496.6,485.73,486.25,12.19389137,4434900,0,1
6/23/2010,486.89,486.89,478.16,482.05,12.08856625,4054100,0,1
6/24/2010,479.66,482.75,473.261,475.1,11.91427824,3783400,0,1
6/25/2010,477.06,477.646,470.56,472.68,11.8535909,4485900,0,1
6/28/2010,472.59,477.55,469.01,472.08,11.83854445,3521000,0,1
6/29/2010,463.44,464.55,451.12,454.26,11.39166498,6997100,0,1
6/30/2010,454.96,457.83,444.72,444.95,11.15819428,7199100,0,1
7/1/2010,445.29,448.4,433.63,439.49,11.02127161,7020100,0,1
7/2/2010,441.62,442.2842,436,436.55,10.94754402,3868100,0,1
7/6/2010,444,447.6699,433.63,436.07,10.93550686,5115000,0,1
7/7/2010,438.31,451.29,435.38,450.2,11.28985069,6253100,0,1
7/8/2010,453.55,457.33,449.66,456.56,11.44934303,5332400,0,1
7/9/2010,471.96,473.26,462.78,467.49,11.72343913,8654300,0,1
7/12/2010,472.37,479.44,471.08,475.83,11.93258475,6662100,0,1
7/13/2010,482.25,492.99,480.28,489.2,12.26786974,7944600,0,1
7/14/2010,489.88,493.83,486.46,491.336,12.32143509,6229700,0,1
7/15/2010,491.73,494.7,482.68,494.02,12.38874286,9706600,0,1
7/16/2010,469.12,470.56,459.52,459.605,11.52570374,15633900,0,1
7/19/2010,461.01,469.65,457.52,466.18,11.69058772,9091400,0,1
7/20/2010,461.03,482.99,460.6,481.59,12.07703064,8100800,0,1
7/21/2010,484,485.7,475.4301,477.5,11.97446402,6552600,0,1
7/22/2010,483.23,488.98,482.48,484.81,12.1577799,4291100,0,1
7/23/2010,480.77,490.59,480.01,490.06,12.28943631,4524200,0,1
7/26/2010,489.09,490.749,484.88,488.97,12.26210193,3986400,0,1
7/27/2010,490.575,497.5,490.17,492.63,12.35388526,4897400,0,1
7/28/2010,494.94,495.25,482.67,484.35,12.14624429,4987000,0,1
7/29/2010,485.95,488.88,479.33,484.99,12.16229384,5345600,0,1
7/30/2010,479.65,487.36,479.14,484.85,12.158783,4283900,0,1
8/2/2010,488.99,493.28,486.94,490.41,12.29821341,3713600,0,1
8/3/2010,490.5,492.46,486.76,489.83,12.28366851,3600900,0,1
8/4/2010,492.18,507,491.05,506.32,12.69719502,7617300,0,1
8/5/2010,505.89,508.6,503.559,508.1,12.74183282,4835900,0,1
8/6/2010,505.4,505.74,496.05,500.22,12.54422281,6632300,0,1
8/9/2010,502.25,505.5,501.3632,505.35,12.67286994,3740600,0,1
8/10/2010,502.35,506,498.57,503.71,12.63174298,4143800,0,1
8/11/2010,497.73,498,491.5,491.74,12.33156636,4441500,0,1
8/12/2010,483.94,494.75,482.51,492.01,12.33833727,4404700,0,1
8/13/2010,489,491.19,486.01,486.35,12.19639912,3865500,0,1
8/16/2010,483.68,489.87,480.5019,485.59,12.17734028,2607300,0,1
8/17/2010,488.53,494.7,486.03,490.52,12.30097192,3777600,0,1
8/18/2010,490.44,490.87,481.55,482.15,12.09107399,5367400,0,1
8/19/2010,481.01,482.51,467.25,467.97,11.73547629,7842100,0,1
8/20/2010,467.97,471.59,461.0201,462.02,11.58626569,7827300,0,1
8/23/2010,461.5,468.25,457.73,464.07,11.63767439,5966400,0,1
8/24/2010,457.7,458.37,450.92,451.39,11.31969281,5519800,0,1
8/25/2010,450,457.81,450,454.62,11.40069285,5179000,0,1
8/26/2010,456.06,457.26,450.44,450.98,11.30941107,3550400,0,1
8/27/2010,452.56,459.99,447.65,458.83,11.50626875,4620100,0,1
8/30/2010,459.15,459.76,452.421,452.69,11.35229344,2460300,0,1
8/31/2010,450.11,454.87,448,450.02,11.28533675,3889700,0,1
9/1/2010,454.98,464.94,452.5,460.33,11.54388487,6450100,0,1
9/2/2010,462.84,464.43,460.31,463.18,11.61535549,3365000,0,1
9/3/2010,470.52,471.88,467.44,470.3,11.79390666,5075700,0,1
9/7/2010,464.5,467.59,463.02,464.4,11.64594993,3416300,0,1
9/8/2010,465.19,472.4997,464.51,470.58,11.80092834,4798700,0,1
9/9/2010,477.83,480.4,470.58,476.18,11.94136184,4856300,0,1
9/10/2010,479.02,479.79,475.0801,476.14,11.94035874,3944600,0,1
9/13/2010,480.9,484.35,479.53,482.27,12.09408328,4478500,0,1
9/14/2010,482.01,484.75,480.08,480.43,12.04794084,4428500,0,1
9/15/2010,479.95,481.89,478.5,480.64,12.0532071,4800700,0,1
9/16/2010,479.95,482.45,479.41,481.06,12.06373961,3935000,0,1
9/17/2010,483.75,491.2,481.18,490.15,12.29169328,11271900,0,1
9/20/2010,492.5,510.41,492.06,508.28,12.74634675,8798100,0,1
9/21/2010,509.68,519.98,508.91,513.46,12.87624774,8923600,0,1
9/22/2010,512.86,517.78,511.68,516,12.93994437,5069100,0,1
9/23/2010,514.61,519.6885,511.3,513.48,12.87674929,4630100,0,1
9/24/2010,521.74,527.829,518.26,527.29,13.22306835,6707000,0,1
9/27/2010,528.8481,536.849,528.8478,530.41,13.30130987,6208500,0,1
9/28/2010,533.48,533.59,518.45,527.17,13.22005906,7302000,0,1
9/29/2010,527.85,532.9385,524.711,527.69,13.23309931,4340000,0,1
9/30/2010,529.16,531.869,518.92,525.79,13.18545223,6481700,0,1
10/1/2010,530,530.62,523,525.62,13.18118907,4445500,0,1
10/4/2010,524.95,528.25,518.8501,522.35,13.09918593,3877100,0,1
10/5/2010,528.38,540,526.55,538.23,13.49741523,7007100,0,1
10/6/2010,539.26,539.9499,529.941,534.35,13.40011487,5519000,0,1
10/7/2010,536.21,537.2,529.14,530.01,13.2912789,4786800,0,1
10/8/2010,532.77,537.605,527.62,536.35,13.45026969,5712600,0,1
10/11/2010,538.48,544.6,537.17,538.84,13.51271245,5247300,0,1
10/12/2010,540.12,545.9899,537.79,541.39,13.57665985,7499600,0,1
10/13/2010,547,547.493,542.33,543.3,13.6245577,6105000,0,1
10/14/2010,544.18,545.25,537.11,540.93,13.56512424,13254900,0,1
10/15/2010,599.27,601.64,591.6,601.45,15.08280919,29619900,0,1
10/18/2010,600.55,619.69,600.55,617.71,15.4905679,14182200,0,1
10/19/2010,608.85,614.82,602.86,607.83,15.24280307,9166600,0,1
10/20/2010,608.14,617.38,607.5,607.98,15.24656468,7043100,0,1
10/21/2010,611.51,616,606,611.99,15.3471251,5835100,0,1
10/22/2010,611.92,614.82,610.05,612.53,15.36066691,4507600,0,1
10/25/2010,615.5878,624.74,614.97,616.5,15.46022423,6310400,0,1
10/26/2010,613.1,621.23,611.03,618.6,15.5128868,5020700,0,1
10/27/2010,615.77,620,612.33,616.47,15.45947191,4479300,0,1
10/28/2010,620.05,621,613.3,618.58,15.51238525,4364200,0,1
10/29/2010,617.07,619,612.99,613.7,15.39000748,4552000,0,1
11/1/2010,615.73,620.66,611.21,615,15.42260811,6168000,0,1
11/2/2010,618.67,620,614.58,615.6,15.43765456,3991200,0,1
11/3/2010,617.5,621.83,613.5021,620.18,15.55250911,6754200,0,1
11/4/2010,624.64,629.92,622.1,624.27,15.65507572,7134400,0,1
11/5/2010,623.18,625.49,621.11,625.08,15.67538842,3527800,0,1
11/8/2010,624.02,629.49,623.13,626.77,15.71776925,4198300,0,1
11/9/2010,630,630.85,620.511,624.82,15.6688683,4469900,0,1
11/10/2010,622.08,623,617.51,622.88,15.62021812,4989000,0,1
11/11/2010,619.7,619.85,614.21,617.19,15.47752765,4518600,0,1
11/12/2010,613.99,616.9,601.2093,603.29,15.12895162,6779200,0,1
11/15/2010,603.08,604,594.05,595.47,14.93284627,6950800,0,1
11/16/2010,592.76,597.89,583.45,583.72,14.63818668,6608100,0,1
11/17/2010,585,589.5,581.369,583.55,14.63392352,4880100,0,1
11/18/2010,589,599.98,588.56,596.56,14.96018064,5174800,0,1
11/19/2010,597,597.89,590.34,590.83,14.81648708,4590400,0,1
11/22/2010,587.47,593.44,582.75,591.22,14.82626727,4368800,0,1
11/23/2010,587.01,589.01,578.2,583.01,14.62038172,4320800,0,1
11/24/2010,587.31,596.6,587.05,594.97,14.92030756,4788000,0,1
11/26/2010,590.46,592.98,587,590,14.79567282,2619500,0,1
11/29/2010,589.17,589.8,579.95,582.11,14.59781205,5713600,0,1
11/30/2010,574.32,574.32,553.31,555.71,13.93576838,14220500,0,1
12/1/2010,563,571.57,562.4,564.35,14.15243722,7500600,0,1
12/2/2010,568.6618,573.33,565.3501,571.82,14.33976548,5090700,0,1
12/3/2010,569.45,576.48,568,573,14.36935683,5257100,0,1
12/6/2010,580.57,582,576.61,578.36,14.50377175,4183400,0,1
12/7/2010,591.27,593,586,587.14,14.72395143,6078300,0,1
12/8/2010,591.97,592.52,583.69,590.54,14.80921463,3510200,0,1
12/9/2010,593.88,595.58,589,591.5,14.83328894,3734000,0,1
12/10/2010,593.14,593.99,590.29,592.21,14.8510939,3405900,0,1
12/13/2010,597.12,603,594.09,594.62,14.91153047,4792200,0,1
12/14/2010,597.09,598.29,592.48,594.91,14.91880292,3283300,0,1
12/15/2010,594.2,596.45,589.1501,590.3,14.80319605,4331000,0,1
12/16/2010,592.85,593.77,588.07,591.71,14.8385552,3190600,0,1
12/17/2010,591,592.56,587.67,590.8,14.81573475,6168000,0,1
12/20/2010,594.65,597.8799,588.6565,595.06,14.92256453,3942600,0,1
12/21/2010,598.57,604.7199,597.615,603.07,15.12343459,3755200,0,1
12/22/2010,604,607,603.28,605.49,15.18412193,2412500,0,1
12/23/2010,605.34,606,602.03,604.23,15.15252439,2219300,0,1
12/27/2010,602.74,603.78,599.5,602.38,15.10613118,2413700,0,1
12/28/2010,602.05,603.87,598.01,598.92,15.01936334,2127400,0,1
12/29/2010,602,602.41,598.92,601,15.07152435,2036300,0,1
12/30/2010,598,601.334,597.3901,598.86,15.01785869,1977000,0,1
12/31/2010,596.74,598.42,592.03,593.97,14.89523015,3075500,0,1
1/3/2011,596.48,605.59,596.48,604.35,15.15553368,4725600,0,1
1/4/2011,605.62,606.18,600.12,602.12,15.09961105,3645300,0,1
1/5/2011,600.07,610.33,600.05,609.07,15.27389906,5059500,0,1
1/6/2011,610.68,618.43,610.05,613.5,15.384992,4111400,0,1
1/7/2011,615.91,618.25,610.13,616.44,15.45871959,4198100,0,1
1/10/2011,614.8,615.39,608.56,614.21,15.40279696,3155200,0,1
1/11/2011,617.71,618.8,614.5,616.01,15.4479363,2875700,0,1
1/12/2011,619.35,619.35,614.77,616.87,15.46950287,3262100,0,1
1/13/2011,616.97,619.67,614.16,616.69,15.46498894,2665300,0,1
