,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
9/19/2019,1232.32,1244.34,1232.31,1238.75,61.9375,847002,0,1
9/20/2019,1233.64,1242.8,1223.58,1229.84,61.492,1937743,0,1
9/23/2019,1226.57,1239.68,1223.78,1234.69,61.7345,1197069,0,1
9/24/2019,1240,1247.11,1210.64,1218.33,60.9165,1835712,0,1
9/25/2019,1216.01,1248.02,1209.2,1245.94,62.297,1355162,0,1
9/26/2019,1242.14,1244.67,1231.82,1242.29,62.1145,1171577,0,1
9/27/2019,1242.83,1244.99,1215.2,1225.95,61.2975,1722481,0,1
9/30/2019,1220.6,1227.41,1213.42,1221.14,61.057,1294609,0,1
10/1/2019,1222.49,1232.86,1205.55,1206,60.3,1282735,0,1
10/2/2019,1196.5,1198.76,1172.63,1177.92,58.896,1674774,0,1
10/3/2019,1183.34,1191,1163.14,1189.43,59.4715,1469413,0,1
10/4/2019,1194.29,1212.46,1190.97,1210.96,60.548,1228686,0,1
10/7/2019,1207,1218.91,1204.36,1208.25,60.4125,879020,0,1
10/8/2019,1198.77,1206.87,1189.48,1190.13,59.5065,1032426,0,1
10/9/2019,1201.33,1208.46,1198.12,1202.4,60.12,813216,0,1
10/10/2019,1198.6,1215.62,1197.86,1209.47,60.4735,668244,0,1
10/11/2019,1224.03,1228.75,1213.64,1215.71,60.7855,1126452,0,1
10/14/2019,1213.89,1225.88,1211.88,1217.77,60.8885,683926,0,1
10/15/2019,1221.5,1247.13,1220.92,1242.24,62.112,1527216,0,1
10/16/2019,1241.81,1254.19,1238.53,1243,62.15,1151028,0,1
10/17/2019,1251.4,1263.75,1249.87,1252.8,62.64,1063981,0,1
10/18/2019,1254.69,1258.11,1240.14,1244.41,62.2205,1453691,0,1
10/21/2019,1248.7,1253.51,1239.99,1244.28,62.214,904715,0,1
10/22/2019,1244.48,1248.73,1239.85,1241.2,62.06,1281821,0,1
10/23/2019,1240.21,1258.04,1240.21,1257.63,62.8815,1176281,0,1
10/24/2019,1259.11,1262.9,1252.35,1259.11,62.9555,1140478,0,1
10/25/2019,1252,1268,1249.15,1264.3,63.215,1355248,0,1
10/28/2019,1275,1299.24,1272.31,1288.98,64.449,3010505,0,1
10/29/2019,1276,1280.8,1255.61,1260.66,63.033,2632715,0,1
10/30/2019,1255.15,1268.02,1250.65,1260.7,63.035,1460193,0,1
10/31/2019,1260,1266.52,1249.48,1258.8,62.94,1595154,0,1
11/1/2019,1265.8,1273,1259.71,1272.25,63.6125,1440607,0,1
11/4/2019,1276.11,1292.5,1276.11,1289.61,64.4805,1531622,0,1
11/5/2019,1291.2,1297.24,1289.38,1291.44,64.572,1257427,0,1
11/6/2019,1290.09,1292.99,1282.27,1291.01,64.5505,1231265,0,1
11/7/2019,1294.28,1322.65,1293.75,1306.94,65.347,2257005,0,1
11/8/2019,1301.52,1317.11,1301.52,1309,65.45,1521892,0,1
11/11/2019,1304,1304.9,1295.87,1298.28,64.914,861860,0,1
11/12/2019,1298.57,1309.35,1294.24,1297.21,64.8605,1444342,0,1
11/13/2019,1293.18,1302.52,1292.15,1296.18,64.809,936085,0,1
11/14/2019,1295,1315.72,1293.94,1309.15,65.4575,1450039,0,1
11/15/2019,1315.05,1333.54,1311.89,1333.54,66.677,1964955,0,1
11/18/2019,1332.34,1333.92,1316.16,1319.84,65.992,1399374,0,1
11/19/2019,1326.63,1326.63,1311.77,1312.59,65.6295,1093629,0,1
11/20/2019,1311.36,1313.21,1289.21,1301.86,65.093,1445870,0,1
11/21/2019,1299.25,1311.12,1290.75,1300.14,65.007,1277338,0,1
11/22/2019,1303,1306.9,1289.36,1293.67,64.6835,1388912,0,1
11/25/2019,1296.26,1310.41,1295.61,1305.64,65.282,1179658,0,1
11/26/2019,1309.91,1314.01,1304.04,1313,65.65,1097089,0,1
11/27/2019,1315.42,1317.64,1309.47,1312.13,65.6065,940536,0,1
11/29/2019,1306.6,1309.95,1303.23,1304.09,65.2045,640069,0,1
12/2/2019,1302.56,1305.44,1280.38,1288.86,64.443,1328889,0,1
12/3/2019,1278.66,1297.23,1277.05,1294.74,64.737,1480026,0,1
12/4/2019,1306.1,1324.27,1303.05,1318.94,65.947,1776392,0,1
12/5/2019,1327,1327.98,1314.32,1326.96,66.348,1220631,0,1
12/6/2019,1332.75,1342.47,1331.23,1339.39,66.9695,1648729,0,1
12/9/2019,1338.86,1357.55,1336.07,1342.99,67.1495,1556889,0,1
12/10/2019,1339.94,1348,1334,1342.89,67.1445,880430,0,1
12/11/2019,1348.3,1349.89,1341.1,1344.25,67.2125,1024308,0,1
12/12/2019,1343.21,1354.58,1338.2,1348.49,67.4245,1456466,0,1
12/13/2019,1347.9,1351.35,1341.66,1346.87,67.3435,1658684,0,1
12/16/2019,1355,1363.53,1350.61,1360.7,68.035,1406457,0,1
12/17/2019,1362.41,1364.33,1350.77,1354.89,67.7445,1648549,0,1
12/18/2019,1357,1359.43,1350.46,1351.91,67.5955,1166733,0,1
12/19/2019,1351.91,1357.53,1348.75,1356.44,67.822,1521082,0,1
